Country Code,1970 [YR1970],1971 [YR1971],1972 [YR1972],1973 [YR1973],1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021]
WLD,24.99480641,25.14713769,25.37141846,28.40654406,33.25505303,31.45207262,32.14087426,32.41464065,32.014395,34.26522067,37.13153022,37.40528043,35.91215017,35.24467605,36.67687918,36.69528285,34.27480769,34.9805568,36.3821026,37.06129572,37.6054271,37.56090045,40.1576244,38.79048308,41.08739571,43.17021768,43.30524352,45.20200019,45.60940735,46.05061364,50.70245126,49.61563309,49.42803184,51.18149562,54.63330277,56.68673797,58.94764175,59.33420438,60.97481447,52.48292919,56.88656111,60.09081417,59.83914113,59.05993851,58.47235128,56.10093186,54.28546131,56.08409634,57.55884814,56.3356641,52.16581548,56.5286218
