,Country,Time,Frequency,MEAS,Value,vegaistrash,mean,rank
52,Finland,2010,Annual,PCT,71.4,stop,69.13333333333333,4.0
53,Finland,2011,Annual,PCT,69.6,stop,69.13333333333333,4.0
54,Finland,2012,Annual,PCT,69.2,stop,69.13333333333333,4.0
55,Finland,2013,Annual,PCT,67.5,stop,69.13333333333333,4.0
56,Finland,2014,Annual,PCT,67.8,stop,69.13333333333333,4.0
57,Finland,2015,Annual,PCT,67.5,stop,69.13333333333333,4.0
58,Finland,2016,Annual,PCT,65.7,stop,69.13333333333333,4.0
59,Finland,2017,Annual,PCT,62.9,stop,69.13333333333333,4.0
60,Finland,2018,Annual,PCT,60.0,stop,69.13333333333333,4.0
61,Finland,2019,Annual,PCT,58.8,stop,69.13333333333333,4.0
62,Finland,2020,Annual,PCT,58.8,stop,69.13333333333333,4.0
63,France,2000,Annual,PCT,10.8,stop,10.752380952380953,9.0
64,France,2001,Annual,PCT,10.8,stop,10.752380952380953,9.0
65,France,2002,Annual,PCT,10.8,stop,10.752380952380953,9.0
66,France,2003,Annual,PCT,10.8,stop,10.752380952380953,9.0
67,France,2004,Annual,PCT,10.5,stop,10.752380952380953,9.0
68,France,2005,Annual,PCT,10.5,stop,10.752380952380953,9.0
69,France,2006,Annual,PCT,10.5,stop,10.752380952380953,9.0
70,France,2007,Annual,PCT,10.5,stop,10.752380952380953,9.0
71,France,2008,Annual,PCT,10.6,stop,10.752380952380953,9.0
72,France,2009,Annual,PCT,10.6,stop,10.752380952380953,9.0
73,France,2010,Annual,PCT,10.8,stop,10.752380952380953,9.0
74,France,2011,Annual,PCT,10.8,stop,10.752380952380953,9.0
75,France,2012,Annual,PCT,10.8,stop,10.752380952380953,9.0
76,France,2013,Annual,PCT,11.0,stop,10.752380952380953,9.0
77,France,2014,Annual,PCT,11.0,stop,10.752380952380953,9.0
78,France,2015,Annual,PCT,11.0,stop,10.752380952380953,9.0
79,France,2016,Annual,PCT,10.8,stop,10.752380952380953,9.0
80,France,2017,Annual,PCT,10.8,stop,10.752380952380953,9.0
81,France,2018,Annual,PCT,10.8,stop,10.752380952380953,9.0
82,France,2019,Annual,PCT,10.8,stop,10.752380952380953,9.0
83,France,2020,Annual,PCT,10.8,stop,10.752380952380953,9.0
84,Iceland,2000,Annual,PCT,89.1,stop,87.95714285714286,1.0
85,Iceland,2001,Annual,PCT,88.9,stop,87.95714285714286,1.0
86,Iceland,2002,Annual,PCT,93.3,stop,87.95714285714286,1.0
87,Iceland,2003,Annual,PCT,86.5,stop,87.95714285714286,1.0
88,Iceland,2004,Annual,PCT,84.1,stop,87.95714285714286,1.0
89,Iceland,2005,Annual,PCT,84.1,stop,87.95714285714286,1.0
90,Iceland,2006,Annual,PCT,85.2,stop,87.95714285714286,1.0
91,Iceland,2007,Annual,PCT,84.9,stop,87.95714285714286,1.0
92,Iceland,2008,Annual,PCT,84.7,stop,87.95714285714286,1.0
93,Iceland,2009,Annual,PCT,84.9,stop,87.95714285714286,1.0
94,Iceland,2010,Annual,PCT,85.2,stop,87.95714285714286,1.0
95,Iceland,2011,Annual,PCT,85.0,stop,87.95714285714286,1.0
96,Iceland,2012,Annual,PCT,85.3,stop,87.95714285714286,1.0
97,Iceland,2013,Annual,PCT,88.9,stop,87.95714285714286,1.0
98,Iceland,2014,Annual,PCT,90.4,stop,87.95714285714286,1.0
99,Iceland,2015,Annual,PCT,91.6,stop,87.95714285714286,1.0
100,Iceland,2016,Annual,PCT,90.4,stop,87.95714285714286,1.0
101,Iceland,2017,Annual,PCT,91.0,stop,87.95714285714286,1.0
102,Iceland,2018,Annual,PCT,90.7,stop,87.95714285714286,1.0
103,Iceland,2019,Annual,PCT,90.7,stop,87.95714285714286,1.0
104,Iceland,2020,Annual,PCT,92.2,stop,87.95714285714286,1.0
105,Korea,2000,Annual,PCT,11.4,stop,10.5,11.0
106,Korea,2001,Annual,PCT,11.5,stop,10.5,11.0
107,Korea,2002,Annual,PCT,11.3,stop,10.5,11.0
108,Korea,2003,Annual,PCT,10.7,stop,10.5,11.0
109,Korea,2004,Annual,PCT,10.3,stop,10.5,11.0
110,Korea,2005,Annual,PCT,9.9,stop,10.5,11.0
111,Korea,2006,Annual,PCT,10.0,stop,10.5,11.0
112,Korea,2007,Annual,PCT,10.5,stop,10.5,11.0
113,Korea,2008,Annual,PCT,10.2,stop,10.5,11.0
114,Korea,2009,Annual,PCT,9.9,stop,10.5,11.0
115,Korea,2010,Annual,PCT,9.6,stop,10.5,11.0
116,Korea,2011,Annual,PCT,9.8,stop,10.5,11.0
117,Korea,2012,Annual,PCT,9.9,stop,10.5,11.0
118,Korea,2013,Annual,PCT,10.1,stop,10.5,11.0
119,Korea,2014,Annual,PCT,10.1,stop,10.5,11.0
120,Korea,2015,Annual,PCT,10.0,stop,10.5,11.0
121,Korea,2016,Annual,PCT,10.0,stop,10.5,11.0
122,Korea,2017,Annual,PCT,10.5,stop,10.5,11.0
123,Korea,2018,Annual,PCT,11.6,stop,10.5,11.0
124,Korea,2019,Annual,PCT,11.6,stop,10.5,11.0
125,Korea,2020,Annual,PCT,11.6,stop,10.5,11.0
126,Lithuania,2000,,,18.5,stop,10.504761904761905,10.0
127,Lithuania,2001,Annual,PCT,18.5,stop,10.504761904761905,10.0
128,Lithuania,2002,Annual,PCT,18.5,stop,10.504761904761905,10.0
129,Lithuania,2003,Annual,PCT,12.2,stop,10.504761904761905,10.0
130,Lithuania,2004,Annual,PCT,12.2,stop,10.504761904761905,10.0
131,Lithuania,2005,Annual,PCT,12.2,stop,10.504761904761905,10.0
132,Lithuania,2006,Annual,PCT,9.8,stop,10.504761904761905,10.0
133,Lithuania,2007,Annual,PCT,9.3,stop,10.504761904761905,10.0
134,Lithuania,2008,Annual,PCT,8.9,stop,10.504761904761905,10.0
135,Lithuania,2009,Annual,PCT,10.0,stop,10.504761904761905,10.0
136,Lithuania,2010,Annual,PCT,10.1,stop,10.504761904761905,10.0
137,Lithuania,2011,Annual,PCT,9.7,stop,10.504761904761905,10.0
138,Lithuania,2012,Annual,PCT,9.0,stop,10.504761904761905,10.0
139,Lithuania,2013,Annual,PCT,8.4,stop,10.504761904761905,10.0
140,Lithuania,2014,Annual,PCT,8.1,stop,10.504761904761905,10.0
141,Lithuania,2015,Annual,PCT,7.9,stop,10.504761904761905,10.0
142,Lithuania,2016,Annual,PCT,7.7,stop,10.504761904761905,10.0
143,Lithuania,2017,Annual,PCT,7.7,stop,10.504761904761905,10.0
144,Lithuania,2018,Annual,PCT,7.1,stop,10.504761904761905,10.0
145,Lithuania,2019,Annual,PCT,7.4,stop,10.504761904761905,10.0
146,Lithuania,2020,Annual,PCT,7.4,stop,10.504761904761905,10.0
147,Norway,2000,Annual,PCT,53.6,stop,50.74285714285714,5.0
148,Norway,2001,Annual,PCT,52.6,stop,50.74285714285714,5.0
149,Norway,2002,Annual,PCT,52.8,stop,50.74285714285714,5.0
150,Norway,2003,Annual,PCT,51.8,stop,50.74285714285714,5.0
151,Norway,2004,Annual,PCT,51.6,stop,50.74285714285714,5.0
152,Norway,2005,Annual,PCT,51.2,stop,50.74285714285714,5.0
153,Norway,2006,Annual,PCT,51.1,stop,50.74285714285714,5.0
154,Norway,2007,Annual,PCT,50.1,stop,50.74285714285714,5.0
155,Norway,2008,Annual,PCT,49.8,stop,50.74285714285714,5.0
156,Norway,2009,Annual,PCT,50.3,stop,50.74285714285714,5.0
157,Norway,2010,Annual,PCT,50.5,stop,50.74285714285714,5.0
158,Norway,2011,Annual,PCT,49.9,stop,50.74285714285714,5.0
159,Norway,2012,Annual,PCT,49.9,stop,50.74285714285714,5.0
160,Norway,2013,Annual,PCT,49.8,stop,50.74285714285714,5.0
161,Norway,2014,Annual,PCT,50.1,stop,50.74285714285714,5.0
162,Norway,2015,Annual,PCT,49.8,stop,50.74285714285714,5.0
163,Norway,2016,Annual,PCT,50.0,stop,50.74285714285714,5.0
164,Norway,2017,Annual,PCT,50.0,stop,50.74285714285714,5.0
165,Norway,2018,Annual,PCT,49.9,stop,50.74285714285714,5.0
166,Norway,2019,Annual,PCT,50.4,stop,50.74285714285714,5.0
167,Norway,2020,Annual,PCT,50.4,stop,50.74285714285714,5.0
168,OECD - Total,2000,Annual,PCT,20.9,stop,17.84285714285714,7.0
169,OECD - Total,2001,Annual,PCT,20.3,stop,17.84285714285714,7.0
170,OECD - Total,2002,Annual,PCT,20.0,stop,17.84285714285714,7.0
171,OECD - Total,2003,Annual,PCT,19.7,stop,17.84285714285714,7.0
172,OECD - Total,2004,Annual,PCT,19.3,stop,17.84285714285714,7.0
173,OECD - Total,2005,Annual,PCT,19.0,stop,17.84285714285714,7.0
174,OECD - Total,2006,Annual,PCT,18.3,stop,17.84285714285714,7.0
175,OECD - Total,2007,Annual,PCT,18.2,stop,17.84285714285714,7.0
176,OECD - Total,2008,Annual,PCT,18.0,stop,17.84285714285714,7.0
177,OECD - Total,2009,Annual,PCT,18.1,stop,17.84285714285714,7.0
178,OECD - Total,2010,Annual,PCT,17.8,stop,17.84285714285714,7.0
179,OECD - Total,2011,Annual,PCT,17.7,stop,17.84285714285714,7.0
180,OECD - Total,2012,Annual,PCT,17.3,stop,17.84285714285714,7.0
181,OECD - Total,2013,Annual,PCT,17.1,stop,17.84285714285714,7.0
182,OECD - Total,2014,Annual,PCT,16.8,stop,17.84285714285714,7.0
183,OECD - Total,2015,Annual,PCT,16.5,stop,17.84285714285714,7.0
184,OECD - Total,2016,Annual,PCT,16.2,stop,17.84285714285714,7.0
185,OECD - Total,2017,Annual,PCT,16.0,stop,17.84285714285714,7.0
186,OECD - Total,2018,Annual,PCT,15.9,stop,17.84285714285714,7.0
187,OECD - Total,2019,Annual,PCT,15.8,stop,17.84285714285714,7.0
188,OECD - Total,2020,Annual,PCT,15.8,stop,17.84285714285714,7.0
189,Sweden,2000,Annual,PCT,81.0,stop,70.6047619047619,2.0
190,Sweden,2001,Annual,PCT,78.7,stop,70.6047619047619,2.0
191,Sweden,2002,Annual,PCT,78.0,stop,70.6047619047619,2.0
192,Sweden,2003,Annual,PCT,77.2,stop,70.6047619047619,2.0
193,Sweden,2004,Annual,PCT,76.4,stop,70.6047619047619,2.0
194,Sweden,2005,Annual,PCT,75.7,stop,70.6047619047619,2.0
195,Sweden,2006,Annual,PCT,74.3,stop,70.6047619047619,2.0
196,Sweden,2007,Annual,PCT,70.8,stop,70.6047619047619,2.0
197,Sweden,2008,Annual,PCT,68.3,stop,70.6047619047619,2.0
198,Sweden,2009,Annual,PCT,68.4,stop,70.6047619047619,2.0
199,Sweden,2010,Annual,PCT,68.2,stop,70.6047619047619,2.0
200,Sweden,2011,Annual,PCT,67.5,stop,70.6047619047619,2.0
201,Sweden,2012,Annual,PCT,67.5,stop,70.6047619047619,2.0
202,Sweden,2013,Annual,PCT,67.7,stop,70.6047619047619,2.0
203,Sweden,2014,Annual,PCT,67.3,stop,70.6047619047619,2.0
204,Sweden,2015,Annual,PCT,67.0,stop,70.6047619047619,2.0
205,Sweden,2016,Annual,PCT,66.7,stop,70.6047619047619,2.0
206,Sweden,2017,Annual,PCT,66.1,stop,70.6047619047619,2.0
207,Sweden,2018,Annual,PCT,65.5,stop,70.6047619047619,2.0
208,Sweden,2019,Annual,PCT,65.2,stop,70.6047619047619,2.0
209,Sweden,2020,Annual,PCT,65.2,stop,70.6047619047619,2.0
210,Türkiye,2000,Annual,PCT,12.5,stop,8.995238095238095,13.0
211,Türkiye,2001,Annual,PCT,12.5,stop,8.995238095238095,13.0
212,Türkiye,2002,Annual,PCT,11.9,stop,8.995238095238095,13.0
213,Türkiye,2003,Annual,PCT,11.2,stop,8.995238095238095,13.0
214,Türkiye,2004,Annual,PCT,10.5,stop,8.995238095238095,13.0
215,Türkiye,2005,Annual,PCT,10.3,stop,8.995238095238095,13.0
216,Türkiye,2006,Annual,PCT,9.4,stop,8.995238095238095,13.0
217,Türkiye,2007,Annual,PCT,8.3,stop,8.995238095238095,13.0
218,Türkiye,2008,Annual,PCT,7.3,stop,8.995238095238095,13.0
219,Türkiye,2009,Annual,PCT,7.3,stop,8.995238095238095,13.0
220,Türkiye,2010,Annual,PCT,7.3,stop,8.995238095238095,13.0
221,Türkiye,2011,Annual,PCT,7.1,stop,8.995238095238095,13.0
222,Türkiye,2012,Annual,PCT,6.3,stop,8.995238095238095,13.0
223,Türkiye,2013,Annual,PCT,6.3,stop,8.995238095238095,13.0
224,Türkiye,2014,Annual,PCT,6.9,stop,8.995238095238095,13.0
225,Türkiye,2015,Annual,PCT,8.0,stop,8.995238095238095,13.0
226,Türkiye,2016,Annual,PCT,8.2,stop,8.995238095238095,13.0
227,Türkiye,2017,Annual,PCT,8.6,stop,8.995238095238095,13.0
228,Türkiye,2018,Annual,PCT,9.2,stop,8.995238095238095,13.0
229,Türkiye,2019,Annual,PCT,9.9,stop,8.995238095238095,13.0
230,Türkiye,2020,Annual,PCT,9.9,stop,8.995238095238095,13.0
231,United Kingdom,2000,Annual,PCT,29.8,stop,26.52857142857143,6.0
232,United Kingdom,2001,Annual,PCT,29.3,stop,26.52857142857143,6.0
233,United Kingdom,2002,Annual,PCT,28.8,stop,26.52857142857143,6.0
234,United Kingdom,2003,Annual,PCT,29.3,stop,26.52857142857143,6.0
235,United Kingdom,2004,Annual,PCT,28.8,stop,26.52857142857143,6.0
236,United Kingdom,2005,Annual,PCT,28.6,stop,26.52857142857143,6.0
237,United Kingdom,2006,Annual,PCT,28.3,stop,26.52857142857143,6.0
238,United Kingdom,2007,Annual,PCT,28.0,stop,26.52857142857143,6.0
239,United Kingdom,2008,Annual,PCT,27.5,stop,26.52857142857143,6.0
240,United Kingdom,2009,Annual,PCT,27.4,stop,26.52857142857143,6.0
241,United Kingdom,2010,Annual,PCT,26.6,stop,26.52857142857143,6.0
242,United Kingdom,2011,Annual,PCT,26.0,stop,26.52857142857143,6.0
243,United Kingdom,2012,Annual,PCT,26.1,stop,26.52857142857143,6.0
244,United Kingdom,2013,Annual,PCT,25.6,stop,26.52857142857143,6.0
245,United Kingdom,2014,Annual,PCT,25.0,stop,26.52857142857143,6.0
246,United Kingdom,2015,Annual,PCT,24.7,stop,26.52857142857143,6.0
247,United Kingdom,2016,Annual,PCT,23.6,stop,26.52857142857143,6.0
248,United Kingdom,2017,Annual,PCT,23.3,stop,26.52857142857143,6.0
249,United Kingdom,2018,Annual,PCT,23.4,stop,26.52857142857143,6.0
250,United Kingdom,2019,Annual,PCT,23.5,stop,26.52857142857143,6.0
251,United Kingdom,2020,Annual,PCT,23.5,stop,26.52857142857143,6.0
252,United States,2000,Annual,PCT,12.9,stop,11.347619047619048,8.0
253,United States,2001,Annual,PCT,12.9,stop,11.347619047619048,8.0
254,United States,2002,Annual,PCT,12.8,stop,11.347619047619048,8.0
255,United States,2003,Annual,PCT,12.4,stop,11.347619047619048,8.0
256,United States,2004,Annual,PCT,12.0,stop,11.347619047619048,8.0
257,United States,2005,Annual,PCT,12.0,stop,11.347619047619048,8.0
258,United States,2006,Annual,PCT,11.5,stop,11.347619047619048,8.0
259,United States,2007,Annual,PCT,11.6,stop,11.347619047619048,8.0
260,United States,2008,Annual,PCT,11.9,stop,11.347619047619048,8.0
261,United States,2009,Annual,PCT,11.8,stop,11.347619047619048,8.0
262,United States,2010,Annual,PCT,11.4,stop,11.347619047619048,8.0
263,United States,2011,Annual,PCT,11.3,stop,11.347619047619048,8.0
264,United States,2012,Annual,PCT,10.8,stop,11.347619047619048,8.0
265,United States,2013,Annual,PCT,10.8,stop,11.347619047619048,8.0
266,United States,2014,Annual,PCT,10.7,stop,11.347619047619048,8.0
267,United States,2015,Annual,PCT,10.6,stop,11.347619047619048,8.0
268,United States,2016,Annual,PCT,10.3,stop,11.347619047619048,8.0
269,United States,2017,Annual,PCT,10.3,stop,11.347619047619048,8.0
270,United States,2018,Annual,PCT,10.1,stop,11.347619047619048,8.0
271,United States,2019,Annual,PCT,9.9,stop,11.347619047619048,8.0
272,United States,2020,Annual,PCT,10.3,stop,11.347619047619048,8.0
